arrived_at,num_prefill_tokens,num_decode_tokens,request_id
305.1714953560193,3969,112,269
305.1846144569735,2668,211,270
307.0850462942832,3270,475,271
307.5029930424459,3351,162,272
308.3178548286435,3592,72,273
309.3401448165595,1670,215,274
309.55168955764043,3474,161,275
313.0024506978105,3729,200,276
313.6455617100839,3207,111,277
313.73423845054407,1977,5,278
313.86134895795567,1277,303,279
314.44527049320817,2421,208,280
314.5946718366039,1340,109,281
314.9785854178708,2603,220,282
315.85309691454137,3870,80,283
315.9019170391394,3376,83,284
316.32414616210644,2247,107,285
318.1710734071006,1805,451,286
318.2587460068426,1616,117,287
319.4003436234096,2888,112,288
319.4597199127665,2304,100,289
322.61043612278655,3284,483,290
322.90949010300085,3710,35,291
323.1978219924024,18,2216,292
324.48030084667107,3621,130,293
327.1383795543568,736,93,294
330.88865829478596,1800,246,295
332.51421852099986,1394,164,296
334.54670279140316,3951,98,297
335.83711015338895,2688,285,298
336.06362377712884,3373,240,299
337.43497978892367,3335,276,300
337.6313095465858,3478,12,301
338.79503037243103,1881,294,302
339.6976866976221,2936,125,303
340.11835066385265,1886,273,304
340.9538145041613,140,1165,305
342.0152900773065,1856,35,306
342.2878981437581,3328,161,307
342.7797602804817,1943,464,308
343.2770875326266,2520,297,309
343.4093518339977,3895,70,310
343.75011132184096,3767,148,311
344.9572427023331,2087,94,312
346.3632372259635,3738,113,313
347.0384479526802,1545,314,314
347.74425926758107,3725,73,315
348.21232889080727,1645,103,316
349.5848219600618,1888,171,317
350.0627544448648,3518,301,318
351.19001130535884,2171,202,319
351.9430836845009,2842,110,320
352.64929669044193,2226,168,321
356.0295977375701,2498,102,322
358.5529550358096,3697,131,323
359.67524686109874,2093,191,324
361.0786647762738,1552,82,325
361.252747268372,802,114,326
361.79804565105843,2892,73,327
363.33062745448797,1331,430,328
364.53417004902286,1,2830,329
364.81265861083335,1675,49,330
368.4665921239588,2087,87,331
368.5117445560009,3307,154,332
369.8215843013907,3023,213,333
369.9350285643549,3351,183,334
372.8259683743248,3115,178,335
372.92782622924176,3077,74,336
374.7533084225361,3891,119,337
374.9663381402278,3673,131,338
380.30813928025213,3967,129,339
380.98824078550723,2075,52,340
382.36975466537086,2383,117,341
383.5219772539637,3225,328,342
384.3100860571652,1871,284,343
386.006591834874,3376,160,344
386.8771950648176,2444,533,345
390.10143354455136,1935,137,346
390.17325226651525,3728,226,347
396.47779988319206,3743,187,348
397.4517299430062,3393,66,349
397.79859968302424,2827,209,350
398.4886733369856,2153,136,351
399.95108494818487,2278,83,352
401.1238106912115,2658,161,353
403.5797009366429,2954,221,354
406.25704000462713,3459,432,355
407.3694479543958,3866,142,356
409.2215843547179,1766,185,357
410.0123793092853,1251,2676,358
410.14769273256996,3805,103,359
410.7875592756015,2523,1558,360
411.13345772181077,1069,165,361
413.4533026555674,2926,224,362
413.72260082431166,4009,45,363
415.22153899863457,3831,47,364
417.8954370639941,921,87,365
418.05291984761215,2166,157,366
419.16981036015676,3034,169,367
422.2385522300898,3159,122,368
422.84560159918345,1582,71,369
423.4246141781175,1680,130,370
424.20584088085286,2133,196,371
424.44812903732446,2556,86,372
424.6599935738352,3488,386,373
428.31534826774526,3216,211,374
431.1400305516428,3937,89,375
431.8327920455498,3350,75,376
432.21336852570545,3245,352,377
433.79473243786424,2598,61,378
438.9099025231448,1097,2019,379
441.4596580471559,2416,79,380
442.03152091065726,1105,60,381
442.8106297105229,1738,125,382
444.09947010609113,2355,233,383
444.9827909751284,2913,175,384
445.3640482380354,87,3377,385
445.7418744827314,2767,115,386
447.01610825673805,3107,38,387
451.12552758329923,2812,365,388
451.3510266385841,3466,140,389
452.7501016360977,3874,195,390
455.8379626109826,2489,173,391
455.8529483452281,2965,168,392
456.49843790353316,951,1059,393
458.08424634395317,3546,125,394
460.75885000740834,2798,173,395
464.07343226828414,1,3716,396
464.46638413054006,3558,224,397
464.54942854312156,2974,322,398
464.95104929430397,2967,41,399
465.90273292571834,1637,129,400
466.21423954574846,3048,150,401
466.7194204914368,1839,198,402
468.38879732200854,1840,158,403
468.40947120941127,2793,161,404
470.4995180713198,3112,206,405
470.52439357867263,3206,370,406
471.65092107535463,3192,280,407
471.7203949491,3467,566,408
472.0969243426184,1380,324,409
472.78411102107884,1497,67,410
475.3432820875527,2768,208,411
475.59719102099496,2483,162,412
480.1688546997919,3207,103,413
482.73142892950517,2810,214,414
482.82461976504624,3181,175,415
482.83513088547517,3719,82,416
483.03487638130144,3421,218,417
484.18151383390745,3517,192,418
491.43927812609365,3591,151,419
491.8571546958598,3443,107,420
493.5014477681201,1957,91,421
493.60013069384894,3848,172,422
495.437082640898,1493,2502,423
497.77608380798233,1037,194,424
500.38432412629203,911,92,425
503.0323205424416,2665,429,426
504.9681955175886,3399,128,427
505.0679514943423,2970,288,428
506.03746736928247,924,138,429
506.5508063469903,2979,360,430
507.1019457822906,1291,165,431
509.72972718233143,2695,129,432
512.265153043959,3673,119,433
513.6409112965775,2814,213,434
513.9368689670288,2172,66,435
515.2338573501004,2874,208,436
515.5720110378861,2144,72,437
517.3185294142638,3453,171,438
517.5461275206665,2632,113,439
518.9387908243311,21,1992,440
519.4979320571427,3593,183,441
519.6090971725844,3720,189,442
521.232718125827,1894,271,443
521.3820602684258,2359,133,444
526.4091460864512,3150,141,445
527.1842750338368,2642,241,446
527.6020635699873,3347,99,447
527.8367019821108,3355,172,448
528.6949046702802,2296,95,449
530.3315092250203,3803,74,450
532.4211526314303,2955,169,451
533.4553180871436,48,2991,452
537.4407995032104,3510,254,453
539.2662156750073,2805,362,454
539.4761420117735,1811,123,455
543.283332124042,3448,90,456
543.7584433051042,2647,71,457
547.7584205761561,2424,196,458
548.1233972540906,3020,163,459
548.7420459703319,1678,115,460
550.0904967143276,3241,145,461
550.1771829967807,2442,134,462
553.2760338775779,3516,121,463
553.8038254798882,1618,91,464
554.1088666610697,2794,149,465
554.1802866526664,1616,76,466
554.2102542248745,2095,98,467
554.2445519015924,2582,123,468
554.693154909377,2583,342,469
555.1227279573776,2511,118,470
556.3233903349235,2973,64,471
559.0175244442678,2335,163,472
560.3970235879866,948,114,473
561.6799167485649,2453,91,474
562.3314931335874,1239,194,475
563.4703415181856,694,74,476
564.412253053681,1678,286,477
564.4754196086374,1566,173,478
564.7915606935804,436,1835,479
565.0965786803297,1920,144,480
565.1870006760362,751,2942,481
565.7251489674919,2095,46,482
565.7949309459201,3513,320,483
567.5647003018739,3480,180,484
569.3761890380018,2804,226,485
569.5029357668319,2458,184,486
569.6043152089577,919,1656,487
573.2863538990752,3370,113,488
573.6554224148492,3498,104,489
574.4842896554845,3664,202,490
575.2074939273717,3010,290,491
576.7054166548314,3013,274,492
577.9248827010406,3753,213,493
580.6172291632344,3747,264,494
580.8390087408193,1720,150,495
582.0538393500742,2380,255,496
582.5594376345159,1420,181,497
583.400404182368,3567,164,498
588.2763081353824,2625,240,499
